plate,review_reason_code,customer_meaning,reviewer_comments,status
FITE ME,2,NO MICRO AVAILABLE,FIGHT ME,N
H8CODE B,2,NO MICRO AVAILABLE,HATE,N
LIL MNKY,1,NO MICRO AVAILABLE,MONKEYSLANG FOR VAGINA OR USED AS A DEROGATORY TERM FOR AFRICAN AMERICAN,N
NO PLN B,1,NO MICRO AVAILABLE,PLAN B IN BOTH CASES MEANS ALTERNATIVE ..OPTION.. BUT COULD MEAN BIRTH CONTROL OR COULD MEAN ANOTHER OPTION,Y
R3A3I1B,2,NO MICRO AVAILABLE,CAN NOT TRANSLATE NO MICRO,Y
SYD BTCH,3,NO MICRO AVAILABLE,SIDE BITCH,N
$SHACK,1,NO MICRO AVAILABLE,LOVE SHACK,N
KAVI911,2,NO MICRO AVAILABLE,KAVI IS ANOTHER NAME FOR DRUGS 911 EMERGENCY,N
K8KSAWD,2,NO MICRO AVAILABLE,LOOKS LIKE SAWED..,Y
NH4CLO4,2,NO MICRO AVAILABLE,CAN NOT TRANSLATE NO MICRO,Y
BI8U,,,LOOKS LIKE BITCH I ATE YOU LIKE A RACING TERM,N
BPEW PEW,,MY NAME,PEW PEW GUN SOUND,N
CLAMG14,,CLA - MERCEDES BENZ MODELAMG - MERCEDES BENZ DIV 2014 - YEAR BOUGHT,14 GANG REFERENCE,N
DMB4EVR,,DAVE MATTHEWS BAND FOREVER,DUMB FOREVER,N
DMITDEB,,,DAMN IT DEB,N
DUSTY 14,,NAME AND YEAR OF BIRTH OF CHILD,14 GANG REFERENCE,N
FHRITP1,,ACRONYM FROM A YOUTUBE VIDEO,FUCK HER RIGHT IN THE PUSSY,N
FTW1970,,FOR THE WIN 1970 (MY 1970 DODGE CHALLENGER),FUCK THE WORLD,N
HD SMKY,,ITS A CHEVY HD2500 4X4 TRUCK WITH SMOKE GRAPHICS,SMOKY,N
HERZWRK,,"SHORT FOR THE GERMAN ""HERZWERK"", A TERM LOOSELY TRANSLATED AS ""HEART WORK"", OR WORK OF THE SOUL",HERS WORK,Y
IAM A415,,I AM A 415 (PUBLIC DISTURBANCE),415 AREA CODE,N
IEGT3PR,,no micro,,Y
JI88Y 9,,,88 HITLER REFERENCE,N
KATTS,,KATHYS,CAT,N
LAKR GNG,,LAKER FAN AND IT REPRESENTS A LAKER FAMILY WITH THE INITIALS OF MY FAMILY ON THE END,GANG,N
OBEACHN,,,LOOKS LIKE O BITCHIN,N
OMW2FYH,,NO SPECIFIC MEANING,ON MY WAY TO FUCK YOUR ?,N
QWIK M3,,QUICK M3,,N
RTFATAL,,,FATAL,N
SHTF,,PERSONAL NICKNAME,SHIT HITS THE FAN,N
SLAV ONE,,STAR WARS VEHICLE FROM THE MOVIES,SLAVE,N
SMKD 88,,,88 HITLER REFERENCE,N
SWTASME,,SWEET AS ME,SWEET AS ME,Y
SYZL D,,LOVE,SIZZLE D,N
TAKEDWN,,I'M A WRESTLING COACH. TAKEDOWNS ARE HOW YOU GET POINTS...2 FOR TAKEDOWN,TAKE DOWN,N
THE PLMN,,,THE PILL MAN,N
TYE FTR,,,THAI FIGHTER,Y
WGNS FTW,,WAGONS FOR THE WIN - I'M A DIE-HARD STATION WAGON GUY,FUCK THE WORLD,N
ZO6 HUTR,,CORVETTE Z06 HUNTER,LOOKS LIKE ZO6 HUNTER,N
IF2W COM,,,CAN NO TRANSLATE OR FIND A WEBSITE,Y
3BX 415,,"3BX IS THE FIRST PART OF MY EXISTING PLATE. 415, BECAUSE IS MY AREA CODE.",415 AREA CODE,N
442 67,,,442 AREA CODE,N
$KRISH G,,,G AS IN GANGSTER,N
RBY&RED,,COLOR OF CAR,RED,Y
&WRZ5OI,,STAR WARS FAN CLUB,LOOKS LIKE STAR WARS,Y
Z14TAHO,,TO VISIT OUR LAKE TAHOE HOME,14 GANG REFERENCE,N
1BAR3,,,13 GANG REFERENCE,N
BDKTYKC,,BAD KITTY KASEY,BAD KITTY,N
BLU CRZN,,I HAVE A 2012 BLUE CHEVY CRUZE,BLUE CRUISIN,Y
BLU LOJ,,MASONS BLUE LODGE,BLUE,Y
CARE 415,,COMPANY NAME,415 AREA CODE(HOWEVER THIS IS A BUSINESS AND THEY ARE ALSO ORDERING CARE 412-416,Y
CARGASM,,MEANS THAT THE CAR IS FAST AND PLEASURE TO DRIVE ON THE ROAD,AS IN ORGASM BECAUSE OF A NICE CAR,N
COUKOO,,,AS IN CRAZY,N
IAM1DAF,,I AM ONE DIRECTION ALWAYS AND FOREVER,I AM ONE DRUNK AS FUCK,N
KTNPNTS,,"MY WIFE IS A VETERINARIAN AND CALLS ALL CATS ""KITTEN PANTS""",KITTEN PANTS,N
RED RBEL,,RED REBEL,RED REBEL,N
SKYE BLU,,NAME OF JEEPS COLOR,BLUE,Y
HELOQWK,,HELLO QUINCY WILLIAM KHACHATRYAN,LOOKS LIKE HELLA QUICK,N
SNOTHOT,,,"SNOT HOT , OR SNOW THOT",N
THUGGIN,,T HUGGINS FRIENDS CALL ME HUGGIE BEAR AS A PLAY ON WORDS FOR MY NAME HIGGINS,THUG…,N
BB PLYM,2,NO MICRO AVAILABLE,LOOKS LIKE 88 PLYMOTH,Y
BDS A1,4,BEST DELIVERY SERVICE ARCE1,LOOKS LIKE BAD ASS A1,N
BIGG G,2,ME BEING A BIG GRABLE,BIG GANGSTER,N
BLU SHOE,2,"BLUE BMW ""CLOWNSHOE"" COUPE",BLUE SHOE,Y
CALI 323,2,MY STATE OF RESIDENTIAL AND MY CITY ZIP CODE,323 AREA CODE,N
CALI 626,2,NO MICRO AVAILABLE,626 AREA CODE,N
CA YEYO,2,CLUB AMERICA - AURELIO'S NICK NAME,YEYO IS COCAINE,N
CUPGANG,2,CUPGANT IS A AUTOMOTIVE GROUP OF PEOPLE WHO LOVES CARS.,GANG,N
EFJAY,4,"PHONETIC SPELLING OF THE LETTERS ""F"" AND ""J"". WHICH IS THE MODEL NAME OF THE INTENDED AUTO.",FUCK JAY,N
FN 2I87,4,FN 2I187 IS A CHARACTER IN STAR WARS,FN LOOKS LIKE FUCKIN,N
G FOLK,2,"MY CAR CLUB, GERMAN FOLKS",G AS IN GANGSTER,N
GIGITTE,1,NICKNAME,GIGITTY,N
GOCMNDO,1,THIS IS FOR A JEEP WHICH WAS ORIGINALLY A MILITARY VEHICLE. A COMMANDO WAS ORIGINALLY A TYPE OF COMBAT UNIT,GO COMANDO.. UNDERWEAR LESS,N
G PESOS,2,NO MICRO AVAILABLE,G AS IN GANGSTER,N
HNYBUNZ,1,HONEYBUNZ ITS MY NICKNAME,HONEY BUN OR BUNS AS IN BUTT,N
HULK818,2,FAVORITE CARTOON,818 ARA CODE,N
IMBLAZE,2,I'M BLAZE (BLASDEL),BLAZE AS IN SMOKE WEED,N
KTRASH8,2,NICKNAME OF MY COUNTRY,TRASH.. COULD BE DIRECTED AT SOMEONE,N
LANJ14,2,NO MICRO AVAILABLE,14 GANG REFERENCE,N
LA71OSS,2,MY SHOPS NAME AND THE TRUCK OF MY NAME,710 AREA CODE,N
LT M UP,2,LITE UM UP,"LIGHT EM UP, COULD REFER TO SHOOTING FIGHTING OR DRUGD",N
MATYCAT,1,MATTHEW + CLAUDIA,CAT,N
MEOWZZZ,1,I LOVE CATS!!,MEOW CAT REFERENCE,Y
MGUNZZZ,2,MASTER GUNNERY SERGEANT USMC,GUN,N
MLKWEED,2,NO MICRO AVAILABLE,WEED,N
PAPPY G,2,GRANDPA GREG,G AS IN GANGSTER,N
TYFTR,2,NAME OF THE SPACESHIPS FROM STAR WARS (TIE FIGHTER).,FTR LOOKS LIKE FIGHTER,Y
14U 2PAY,2,NO MICRO AVAILABLE,14 GANG REFERENCE,N
8 ATUM 8,2,MY FAVOROTE NUMBER IS 8 AND ATUM IS THE EGIPTIAN GOD OF CREATION. I THINK IS COOL,88 HITLER REFERENCE,N
889 88,2,NO MICRO AVAILABLE,88 HITLER REFERENCE,N
COSHINO,5,NO MICRO AVAILABLE,LOOKS LIKE COCHINO WHICH MEANS PIG,N
SUWEEE,5,NO MICRO AVAILABLE,THE CALLING OF A PIG (PIG CALL),N
ZED DED,2,NO MICRO AVAILABLE,DEAD,N
KLN$ROB,2,KALIN LOVES ROBERT,KLN LOOKS LIKE KILLING,N
UM$CANE,1,NO MICRO AVAILABLE,UM LOVES CANE .. CANE IS ANOTHER WORD FOR PENIS,N
RVRRED,2,RIVER RED,RED,N
BTY PTRN,1,NO MICRO AVAILABLE,BTY LOOKS LIKE BOOTY,N
DUDU SML,2,NO MICRO AVAILABLE,DOO DOO SMALL,N
G DAGHER,2,NO MICRO AVAILABLE,G AS IN GANGSTER DAGHER LOOKS LIKE DAGGER,N
JLP MFG,4,NO MICRO AVAILABLE,MFG MOTHERFUCKING GANGSTER,N
JLP MFG1,4,NO MICRO AVAILABLE,JLP MOTHERFUCKING GANGSTER (JLP MANUFACTURING IS THE COMPANY NAME FOR THIS ORDER),N
MF VAPE,2,COMPANY NAME,MOTHER FUCKING .. VAPE SMOKE,N
MNI CAKS,1,NICK NAME FOR MONICA IS MONICAKES BUT THAT WAS THE CLOSEST WE COULD FIND,CAKES ANOTHER WORD FOR BUTT,N
RDGDMSL,2,REDDING DAMSEL,MSL LOOKS LIKE MISSLE,N
X RATED,1,VEHICLE MODEL,X RATED PORN,N
BRAP,2,THE NOISE A MOTORCYCLE MAKES,THE SOUND A GUN MAKES,N
RAVNRED,2,MY NICKNAME FOR 20 YEARS HAS BEEN RAVENINRED BECAUSE I USED TO WEAR REDO CORSETS AND HAVE BLACK HAIR AND GO TO GOTH CLUBS,RED,Y
WGLY BUT,1,,WIGGLY BUTT,N
DCKHEAD,3,HEAD OF THE DOPE CAR KLUB,DICKHEAD,N
FALCN 18,8,"IT READS FALCON EIGHTEEN AS IN FALCONITIN, MY LAST NAME.",18-HITLER,N
FUCKK IT,3,MY DAUGHTERS PET NAME,SELF EXPLANITORY,N
HPPYKLR,7,HAPPY KLR. I PLAN ON TOWING A KAWASAKI KLR 650 WITH MY JEEP,HAPPY KILLER,N
OCHEITT,3,NO MICRO,OH SHIT,N
OGE3OM3,7,CAR MODEL AND BODY STYLE BMW E30 M3,OG,N
SHANKFL,7,SHANKFUL,SHANK. CUSTOMERS LAST NAME IS SHANK,N
SUPERDD,1,NICKNAME GIVEN TO OWNER BY FATHER WHO PASSED AWAY. THIS IS IN HIS MEMORY,DD. DOUBLE D'S?,N
WHYU H8N,7,SONG,HATE,N
818 LAND,7,NO MICRO,818 CA AREA CODE,N
6O3,7,AREA CODE OF STATE I WAS BORN IN AND RECRUITED FROM,603 CA AREA CODE,N
AF WAGON,3,NO MICRO,AS FUCK WAGON?,N
DOCOFBA,3,MY NICKNAME,DOCTOR OF BADASS,N
NACLBLS,7,I AM A CALIFORNIA STATE PARAMEDIC AND THE N A C L IS THE CHEMICAL NAME FOR SODIUM CHLORIDE (IV SOLUTION) AND THE B L S IS BASIC LIFE SUPPORT,NACL IS SCIENTIFIC TERM FOR SALT… SALT BALLS?,N
GS14BBY,2,NO MICRO,14-HITLER,N
SSTAR13,7,NICKNAME IS SUPERSTAR FOR DAUGHTER,13-GANG,N
ALL BLKS,2,NEW ZEALAND RUGBY TEAM,RACIAL? WHAT THEY SAY IS TRUE,N
AUW13 88,7,"NAME, FAVORITE NUMBER, YEAR BORN",13 N 88- GANG N HITLER RELATED,N
BEACHN N,3,HANGING AT THE BEACH,BITCHEN?,N
BGREDII,7,BIG RED 2,RED-GANG COLOR,Y
BIRD 4O8,7,NICK NAME,SAN JOSE AREA CODE,N
BLZDEEP,1,CAPTAIN OF THE BLZ DIVING TEAM,BALLS DEEP,N
B MFB,3,BRETT MOUNTAIN FANATIC BERGSTRAND,MFB-MOTHER FUCKING BEAST,N
BOINK,1,ANIME CHARACTER NAME,SLANG FOR SEX,N
BAMF V8,3,INTIALS AND V8,BAD ASS MOTHER FUCKER,N
BUD TEE,7,NAME IS BUD AND I LIKE GOLF,"GOOGLE SHOWS A T-SHIRT PLACE WITH MARIJUANA ON THEM ""BUD"" IS POT. NOT HIS NAME",N
CHEBS,1,CHILDHOOD NICKNAME,"URBANS SAYS SLANG FOR BREATS, GOOGLE IMAGES SHOW BREAST",N
CHOLOLO,7,NICKNAME,CHOLO IS GANG SLANG,N
D PATH88,7,DAMON'S PATHFINDER 1988,88-HITLER RELATED,N
D3C14 3M,7,DECIPHER ME- WRITTEN USING NUMBERS IN CERTAIN PLACES,14-GANG NUMBER,Y
EFF MPG,3,FORGET GAS MILEAGE,EFF-SLANG FOR FUCK,N
FOLEY14,7,GOT MARRIED WITH NEW LAST NAME AND YEAR,14-GANG NUMBER,N
JEFE 8O5,7,JEFE IS DAD IN SPANISH AND 805 IS THE AREA CODE OF WHERE MY DAD OWNED HIS FIRST 1969 TRUCK. IN SHORT JEFE 805 MEANS MY DADS TRUCK IN SANTA BARBARA,8O5 SANTA BARBARA AREA CODE,N
JEEPNTT,7,JEEPING TOM & TRACY,"GUY ORDER 2 PLATES BOTH WITH TT ON THEM WHICH IS PENIS IN TAGALOG. HE HAS A LOT OF CARS BUT I CAN ONLY SEE 1 JEEP AND HIS NAME STARTS WITH A ""T""",Y
JEPN TT,7,JEEPING TRACY & TOM,SEE ABOVE,Y
LAFC 13,7,LOS ANGELES FOOTBALL CLUB #13,13-GANG NUMBER,N
LV MSHN,1,LOVE MY MACHINE,LOVE MACHINE? I THINK WE HAD SOMETHING SIMILAR THAT WAS PULLED.,N
MIKE619,7,MY NAME AND AREA CODE,618 SAN DIEGO AREA CODE,N
MMAP88,7,FAMILY INTIALS AND LUCKY NUMBERS,88-HITLER RELATED,N
MONKYLV,2,THIS VEHICLE IS A MINI AND WE ALWAYS TRAVEL WITH OUR ANIMALS WHICH WE REFER TO AS MONKY'S….THERE FOR MONKYLV,MONEKY HAS 2 SLANG MEANINGS RACIAL AGAINST AFRICAN AMERICANS AND CAN BE SLANG FOR VAGINA,N
MY13CAM,7,I OWN A 2013 CAMARO,13-GANG NUMBER,N
NA145TV,7,CALIFORNIA NATIVE 415 AREA CODE,415 SAN FRAN AREA CODE,N
NO BOPS,1,"IN MY FOREIGN LANGUAGE ""BOPS"" MEAN TAILGATERS. AS A RESULT, THE LICEANSE PLATE WILL MEAN ""NO TAILGATERS"".",URBAN/GOOGLE BOTH SAY IT MEANS BLOWJOBS,N
PANAM18,7,"OLD NICK NAME DOE PARIS, FRANCE AND REFERENCE TO THE 18TH DISTRICT",18-HITLER RELATED,N
PB13Y27,7,NOTHING,13-GANG NUMBER,N
PLUM KTY,1,PLUM KITTY,GOOGLE SHOWS A LINGERIE SHOP? KITTY CAN BE SLANG FOR VAGINA,N
POONHND,1,NICKNAME,POON IS SLANG FOR VAGINA,N
PRIIKLR,7,PRII KLEANER,KILLER?,N
RAAACK,7,FAMILY NICKNAME,RACK IS SLANG FOR BREAST,N
RAINSUX,1,THE CAR IS A CONVERTIBLE ROADSTER,SUX-SUCKS,N
REDROST,7,THE RED ROOSTER,RED-GANG COLOR,N
REDSVEN,7,RED SEVEN,RED-GANG COLOR,N
RED5XWG,7,RED 5 X-WING,RED-GANG COLOR,Y
R2O9LSX,7,CAR CLUB ONLINE USER NAME,209 TRACY AREA CODE,N
SHAAN 88,7,SHAAN IS MY NICKNAME,88-HITLER RELATED,N
S KIKE,2,PERSONAL NICKNAME,KIKE IS A RACIAL SLUR TOWARDS JEWISH PEOPLE,N
SMKWEED,7,SMOKE WEED,SMOKE WEED/MARIJUANA,N
TGOD RAW,1,ARTIST NAME,RAW-SEX WITHOUT CONDOM,N
TNKBLUE,7,LOS ANGELES DODGERS MOTTO,BLUE-GANG COLOR,Y
TNT CHK,7,TINT CHICK )I TINIT WINDOWS),TNT-EXPLOSIVES?,N
TRD SER1,2,TOYOTA RACING DEVELOPMENT SERIES 1.0,TRD-RETARD? DOES HAVE A TOYOTA,N
UNIX 69,1,UNIX IS A COMPUTER OPERATING SYSTEN WHICH WAS DEVLOPED AROUND 1969,NO 69 CAR,N
VJJ 21,1,MY FULL INTIALS AND MY FAVORITE NUMBER,VJJ-IS SLANG FOR VAGINA. IT IS HIS INTIALS,N
WHYTRSH,2,WHY TRASH,WHITE TRASH,N
2DEEP4U,1,"I'M AM A DEEP THINKER, THAT YOU CAN'T UNDERSTAND",CAN BE SEXUAL,N
66BDASC,3,1968 SINGLE CAB,66 BAD ASS,N
88 FORD,7,1988 FORD TRUCK,88-HITLER RELATED. DOES HAVE A 88 REGISTERED,Y
88 FTW,7,MY CAR IS A 1988,"88-HITLER RELATED.  DOES HAVE A 88 REGISTERED BUT ""FTW"" FUCK THE WORLD",N
916 MVRS,7,916MOVERS IS MY HUSBANDS BUSINESS NAME,916 SACRAMENTO AREA CODE,N
NGAWDZ#,2,OIN GODS HAND,NGA-NIGGA?,N
TRGATLO,1,EAT MY DUST IN SPANISH,"MEANS ""EAT IT"" BUT IN A DIFFIRENT WAY PER DAVID",N
BYGMFU,3,LAST NAME OF FALLEN SOLDIERS,FU-FUCK YOU. VET PLATE,N
BRK BKS,7,BREAK NECKS,BREAK NECKS?,N
CAL BLU,7,CAL BLUE,BLUE-GANG COLOR,Y
DATATHO,2,"A PHRASE THAT IS UDED TO DISCUSS AN OBJECTS OR IDEA. IT IS USED TO POINT OUT ANYTHING, IN THIS CASE A FORD MODEL A","SAW ""HO"" WHORE BUT HE DOES HAVE A 32 FORD",N
FKN MOVE,3,FRICKEN MOVE OVER. INSIDE JOKE BETWEEN ME AND MY WIFE,FUCKEN MOVE,N
HLNBALZ,1,HAULIN' BALLS,HALEN BALLS,N
INKPIGG,5,PERSONAL NICK,PIG?,N
KUSH3O2,7,CAR NICKNAME,KUSH IS A STRAIN OF MARIJUANA AND ALSO A MAGAZINE ABOUT IT,N
O FOXGVN,3,FOX BODY MUSTANG,ZERO FUCKS GIVEN,N
OMW2FYA,3,ON MY WAY TO FEED YOUR ANIMAL,ON MY WAY TO FUCK YOU,N
REDDFOX,7,MY NICKNAME,RED-GANG COLOR,Y
SB 31O,7,SOUTH BAY AREA CODE 310,310 LA AREA CODE,N
SUKHI 13,7,FAMILY GIVERN NAME,13-GANG NUMBER,N
88CLACK,7,CLASSIC CAR OF 1988,88-HITLER RELATED. DOES HAVE A 88 REGISTERED,N
88KLACK,7,1988 CLASSIC CAR,SAME GUY AS ABOVE HE HAS 2 88 CARS REGISTERED,N
TACO 157,1,NO MICRO,TACO-VAGINA,N
18A4RE,7,NO MICRO,18-HITLER,N
88ML888,7,NO MICRO,88-HITLER,N
BUSHI1O,1,SAMURAI 2010,BUSHY 10.. BUSHY DIME? VAGINA?,N
CODE 51O,7,POLICE CODE 51O: SPEEDING OR RACING VEHICLE,CA AREA CODE,N
F KABIRI,3,MY SONS FIRST NAME INITIAL AND LAST NAME,FUCK KABIRI,N
INK PIG,7,HAVE LOTS OF TATTOOS,PIG,N
KGTOFH8,7,KUCHAREK'S (LAST NAME) GT OF H-8 (VEHICLE IS GT WITH 8 CYLINDER ENGINE),KNIGHT OF HATE,N
MINZ51O,7,NO MICRO,CA AREA CODE,N
OG MINI,7,ORIGINAL MINI,OG,N
SCAL619,7,SOUTHERN CALIFORNIA 619,CA AREA CODE,N
SIGI2O9,7,THE AREA CODE I LIVE IN,CA AREA CODE,N
SIK BISH,3,BISHOP CA,SICK BITCH,N
SLW AF,3,SLOW AMERICAN FAN,SLOW AS FUCK,N
WT RABIT,7,COMPANY NAME,MULTIPLE DRUG REFRENCES,N
2BIG4U,1,ITS YOU BIG FOR YOU,TOO BIG CAR..DICK?,N
88HENRY,7,YEAR OF BIRTH AND LAST NAME,88-HITLER. BIRTH YEAR CONFIRMED,N
GLD DRGN,7,NO MICRO,COULD BE SLANG FOR LSD,N
LADS13,7,NO MICRO,13-GANG,N
65O BOLT,7,NO MICRO,CA AREA CODE,N
N8Z$GRL,7,NATE'S GIRL. HE IS MY HUSBAND,NATES GIRL…. NAZI GIRL,N
U$DACOK,3,YOU LOVE THE COOK,YOU LOVE THE COCK,N
CAMI BUS,7,MY DUGHTER'S NAME AND MY CAR,"CANNIBUS WITH AN ""M""",N
FN PITTS,7,NO MICRO,FUN PITS…FUCKIN PITS?,N
IKWEENB,7,ONE QUEEN B. B IS FOR MY LAST NAME (BURROUGH),QUEEN BEE…. BITCH?,N
EF 6,3,NO MICRO,EF-SLANG FOR FUCK,N
KKEL42O,7,NO MICRO,420-NATIONAL POT SMOKING DAY,N
MD 69XD,1,NO MICRO,NO 69 VEHICLE ON RECORD,N
SCOTT 14,7,NO MICRO,14-HITLER RELATED. DID ANI NO RECORD OF VEHICLES SO IF HE HAS A 2014 IT DOESN'T SHOW UP,N
VOCALMF,3,NO MICRO,MF-MOTHER FUCKER,N
MY COOTR,1,NO MICRO,"COOTER IS SLANG FOR VAGINA URBAN 451 UP 911 DOWN. ""COOTER"" IS CURRENT",N
AF INC,3,COMPANY NAME,AF- AS FUCK.  IT IS HIS INTITALS,N
BCNAF,3,BE COOL NOT A FOOL,AF-AS FUCK.,N
BUZBOMB,7,"BUZZBOMB IS THE NAME OF A SONG BY THE 1980'S BAND THE DEAD KENNEDY'S IT IS THE NAME OF THE FAST CAR THE SONG IS WRITTEN ABOUT ""BUZZBOMB IS MY PRIDE AND JOY"" THE LYRICS SAY.","BUSS-STONED, BOMB-WEAPON",N
COLITA,7,IN A SONG BY THE EAGLES WARM SMELL OF COLITAS,COLITA IS MARIJUANA BUD. AND IT IS IN THE SONG HOTEL CALIFORNIA BY THE EAGLES,N
CTCH 14,7,OUR INTIls and the year we were married,14-HITLER RELATED.,N
DK PSNGR,1,REFERENCE TO A TV SHOW,DK-DICK?,N
EST6T9,1,YEAR I WAS BORN,NO 69 CAR,N
FATALEX,2,NICKNAME,HE IS CALLING HIMSELF FAT SO?,N
FUHRER,7,STRONG LEADER,ASSOCIATED WITH HITLER,N
HAMMRIT,1,"HAMMER IT… MEANING ""HAMMER THE THROTTLE"". IT’S A 4X4 AND I TAKE IT OFF ROADING.",HAMMER IT-COULD BE SEXUAL,N
HAUDIHO,1,HIDYHO BUT WITH AUDI,HO-WHORE,N
KYLORED,7,STAR WARS FAN COMBO OF CHARACTER'S NAME AND MY NICKNAME OF RED,RED-GANG COLOR,N
MUFC OO7,3,MANCHESTER UNITED FOOTBALL CLUB #7,FC-FUCK,N
OG BATMN,7,IT IS A CHILD NICKNAME,OG-ORIGINAL GANGSTER,N
ST TRUPR,5,STORM TROOPER,I SAW STATE TROOPER,N
YOURMAD,7,MEANS THEY'RE MAD,PROVOKING?,N
1MANMAN,7,1 MADMAN,"MADMAN?   ""MADMAN"" EXPIRED",?
4CBK13,7,FOR CALVIN BRUCE KIRK (MY GRANDFATHER'S NAME) AND 13 IS MY LUCKY NUMBER,13-GANG NUMBER,N
619CHEF,7,"CITY I LIVE AND LOVE. MY CAREER IS BEING A CHEF, I PUT THESE TWO TOGETHER TO CREATE THIS PLATE.",619 EL CAJON AREA CODE,N
5O KLBR,7,50 CALIBER,50 CALIBAR-GUNS,N
BIGSACK,1,BIGS AC IS KILLIN ME MEANING COLD COLD RIDING LIKE AC IS BLOWING FREEZING COLD.,BALLS. MC PLATE,N
BALS VET,1,NICKNAME & CORVETTE,BALLS? NAME IS ROBERTO,N
BBONGCO,7,NO MICRO,BONG IS SOMETHING YOU SMOKE MARIJUANA IN,N
F1OO183,7,NO MICRO,OLD PLACARD NUMBER,N
RBN 88,7,NO MICRO,88-HITLER RELATED,N
REDLYNE,7,NO MICRO,RED GANG COLOR,N
14 FLEX,7,NO MICRO,14-HITLER RELATED. NO 2014,N
69CRZIN,1,NO MICRO,NO 69 CAR,N
IH8IED,7,NO MICRO,HATE-? IED-IMPROVISED EXPLOSIVE DEVICE. VET PLATE,N
CRPLHLR,2,NO MICRO,CRIPPLE HEALER?,N
CRPPL4X,2,NO MICRO,CRIPPLE? SAME GUY AS ABOVE,N
FISH HRD,1,NO MICRO,HARD?,N
/A2ZCARS/,1,My shop name,"Sexual, looks like ASS CARS",Y
BRN/PRD,2,Peoples first initial of names,"Brown Pride, race",N
/DEALERS/,D,Not on micro,Drug dealer,N
GLC*48*/,2,Not on micro,Glock 48 hand gun,N
/M6OGNR/,D,Not on micro,M60 tank gunner weapon,N
/FISHNFU/,3,Not on micro,FISH AND FUCK YOU,N
/HEDMSTR/,1,I am a school principal head master,Sexual,N
MKW*ZO6/,B,Name initials and car model,1960's plate lookalike 3 letter 3 number,N
NOT/SOFT,1,The name of our business is not a soft target,Sexual,N
RT2CARRY,D,Second ammendment support,"Gun control, may be offensive/conflict",N
/2SMOKE/,D,Not on QuickWeb,"Smoking, potentially drug related",N
S5EUL8R/,B,Personal Meaning,Number as a letter,Y
FORCE/FD,2,The car has foce induction feeing the motor,"Force Feed, potentially violent meaning",N
EFIN363/,3,"This is for elctronic fuel injected 363, size of engine",EFIN 363 sounds like Fucking 363,N
CYZMTRS/,1,Size Matters,"Size Matters, potentially sexual",N
CYANIDE/,D,Survived an accidental consumption of cyanide when a child/nick name.,Poison,N
BLAK/RAG,D,Black 1964 Impala Convertible,Gang related *RAG* is on list of unacceptable,N
ABLKTHG,2,ITS A BLACK THING. THE CAR IS COMPLETLY  BLACK.,A BLACK 'THING' OR THUG,N
BG BLOO,2,BIG BLUE,"BLUE, GANG COLOR",Y
BKNBDYS,2,BROKEN BODIES,HOSTILE,N
BLUE442,2,THE CAR IS A BLUE 1965 OLDSMOBILE 442,blue=gang color. I don’t find this car on ani,Y
BOANGKA,2,YOU'RE CRAZY IN VISAYAN (A DIALECT FROM THE PHILIPPINES),"google translate says it means 'you fool' urban dictionary says it means 'you're crazy' but it is very harsh, like a curse word",N
BUBBY G,2,MY GRANDSON CALLS ME BUBBY G,"bubby means grandmother, g=gangster but her name is Gloria",Y
BUD G66,"D, 2",not on quickweb yet,"bud=marajuana, g=gangster",N
CATBITE,1,I SUPPORT LOCAL CAT RESCUES AND ADMIRE THE ANIMALS ABILITY TO DEFEND ITSELF,CAT=PUSSY. HAS A DODGE,N
COKE S7,D,CHINESE NICKNAME,coke,N
DAJAAL,2,GRANDKID INITIALS,Dajjal is an evil figure in Islamic eschatology. He is to appear pretending to be the Masih (i.e. the Messiah) at a time in the future. (Islam's Antichrist) not out with correct spelling..,Y
DICKEE,1,I NAMED THE TRUCK,"PENIS, HER NAME ISNT RICHARD",N
DRTYMX7,2,TRUCK IS A DURAMAX DIESEL. WE CALL IT THE DIRTYMAX. LUCKY NUMBER IS 7.,"dirty mex? 7DRTYMX & DRTYMX out SINCE 2015 AND 2013, DRTYMX1 is unacceptable. Didn’t see any others. Does have a diesel Ford truck",Y
DU PHUC,3,IN HONOR OF MY LATE GREAT GRANDFATHER WHO IS VIETNAMESE.,da fuck?,N
FCKMALL,3,FC KAISERSLAUTERN(FOOTBALL CLUB). MGR ALL WORLDWIDE MERCHANDISE,FUCK EM ALL,N
FG PTRL,2,THE PATROL,FAG PATROL?,N
FLMNCFN,"2,3",FILM NOR CAL FRIENDS NETWORK,FLAMING? EFFING?,N
FN B3AST,3,"V8 ENGINE EQUALS ""BEAST"" AND THE FN IS 'FOR NOW'",fucking beast,N
FUHQVDM,3,FRIENDS UNITING IN HONOR OF QUEEN VANDERMONT. A FICTIONAL CHARACTER,"FUCK YOU, DAMN.",N
HAPPI B,3,HAPPI BELLY,happy bitch,N
HEL TITI,"3, 1",KIDS NAME,"HELL, TITI=PENIS IN TAGALOG",N
HUMMA  U,1,HUMMERYOU,"HUMMER YOU, SEXUAL CONNOTATIONS… NO HUMMER ON ANI",N
HUNEEZ B,3,HONEY'S B,B=BITCH,N
H8 DIGS,2,HATE DIGGING,hate,N
ISFAP,1,LEXUS ISF ANNUAL PASSHOLDER,"has a Lexus, pulled for 'fap' means masturbating",N
